mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.03125,-0.041015625,1,0,0,1,0,20,18,1,19,0.45,0.45,1212,001,2021-02-17_19h06.38.093,demo_eye_tracking2,2020.2.5,Win32,60
