mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate
0.01,-0.272222222,1,0,0,1,0,20,1,1,19,-0.15,-0.45,1,001,2020-12-02_14h15.02.660,demo_eye_tracking2,2020.2.5,Win32,60
