mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.023148148,-0.167592593,1,0,0,1,0,20,14,1,19,0.15,0.45,,001,2021-04-15_15h29.35.996,demo_eye_tracking2,2020.2.5,Win32,60
