mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate
0.230311144,-0.337535739,1,0,0,1,0,20,14,1,19,0.15,0.45,11,001,2021-07-15_01h00.33.964,demo_eye_tracking2,2021.1.4,MacIntel,60.0024001
