mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate
0.145734597,-0.106635071,1,0,0,0.139810427,-0.073459716,1,0,0,0.436018957,-0.43957346,1,0,0,calibration_square,0,0,0,20,1,0.44,-0.44,,001,2020-10-01_13h00.18.154,demo_eye_tracking2,2020.2.4,Win32,60
