mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate
0.151041667,-0.276041667,1,0,0,1,0,20,11,1,19,0.45,0.15,,001,2022-12-13_14h40.32.509,demo_eye_tracking2,2021.1.4,Win32,49.64996773
