mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.129893115,-0.224748349,1,0,0,1,0,20,14,1,19,0.15,0.45,yyy,001,2021-11-16_19h46.18.522,demo_eye_tracking2,2021.1.4,Win32,59.99520038
